2.879240145000000019e+06 4.237480949999999721e+05
2.879334563999999780e+06 4.237556240000000107e+05
2.879314808999999892e+06 4.237812739999999758e+05
2.879320774999999907e+06 4.237770150000000140e+05
2.879324942999999970e+06 4.237754290000000037e+05
2.879318976999999955e+06 4.237796880000000237e+05
2.879235265999999829e+06 4.236680879999999888e+05
2.879501765000000130e+06 4.238134969999999739e+05
2.879531214000000153e+06 4.235522669999999925e+05
2.879330373999999836e+06 4.237609679999999935e+05
2.879327373000000138e+06 4.237663180000000284e+05
2.879281384000000078e+06 4.238079170000000158e+05
2.879372572999999858e+06 4.239619650000000256e+05
2.879321043000000063e+06 4.236294050000000279e+05
2.879262384000000078e+06 4.237042100000000210e+05
2.879324308000000194e+06 4.237824029999999912e+05
2.879381603999999817e+06 4.237376489999999758e+05
2.879380399999999907e+06 4.237403260000000009e+05
2.879514811999999918e+06 4.238173310000000056e+05
2.879884611000000034e+06 4.233659369999999763e+05
2.879676359999999870e+06 4.234194639999999781e+05
2.879579598999999929e+06 4.235074619999999995e+05
2.879246728999999817e+06 4.236380949999999721e+05
2.879231822999999858e+06 4.236471329999999725e+05
2.879445476999999955e+06 4.240933589999999967e+05
2.879482796000000089e+06 4.237044239999999991e+05
2.879733731000000145e+06 4.237681529999999912e+05
2.879260632999999914e+06 4.236988319999999949e+05
2.879334029999999795e+06 4.237454230000000098e+05
2.879338728999999817e+06 4.237545750000000116e+05
2.879408768999999855e+06 4.237657189999999828e+05
2.879331896999999881e+06 4.238055279999999912e+05
2.879309126999999862e+06 4.236352399999999907e+05
2.879313254000000190e+06 4.236406309999999939e+05
2.879313810000000056e+06 4.236470760000000009e+05
2.879304887000000104e+06 4.236491709999999730e+05
2.879254123000000138e+06 4.236945000000000000e+05
2.879312881000000052e+06 4.237045050000000047e+05
2.879326194000000134e+06 4.237647010000000009e+05
2.879316512999999803e+06 4.237947029999999795e+05
2.879329623999999836e+06 4.237878020000000251e+05
2.879315330999999773e+06 4.237936230000000214e+05
2.879258896000000183e+06 4.237927569999999832e+05
2.879481716000000015e+06 4.239915850000000210e+05
2.879243904000000097e+06 4.237148369999999995e+05
2.879251325999999885e+06 4.237664110000000219e+05
2.879290930000000168e+06 4.242094770000000135e+05
2.879403575000000186e+06 4.237393869999999879e+05
2.879447538999999873e+06 4.236376589999999851e+05
2.879362845999999903e+06 4.235926120000000228e+05
2.879377675999999978e+06 4.235964560000000056e+05
2.879517492999999784e+06 4.235618479999999981e+05
2.879518237999999896e+06 4.235360879999999888e+05
2.879566472000000067e+06 4.235170470000000205e+05
2.879552472000000067e+06 4.234729510000000009e+05
2.879245438999999780e+06 4.237572509999999893e+05
2.879318907999999821e+06 4.235880609999999870e+05
2.879253524999999907e+06 4.236950329999999958e+05
2.879257723999999929e+06 4.237900659999999916e+05
2.879498655999999959e+06 4.236336639999999898e+05
2.879585952000000048e+06 4.234371840000000084e+05
2.879476694999999832e+06 4.237317629999999772e+05
2.879521833999999799e+06 4.234292930000000051e+05
2.879352723999999929e+06 4.237997449999999953e+05
2.879777492999999784e+06 4.233964400000000023e+05
2.879637277999999933e+06 4.234986749999999884e+05
2.879380424999999814e+06 4.237360320000000065e+05
2.879379202000000048e+06 4.237419290000000037e+05
2.879344425999999978e+06 4.235930410000000265e+05
2.879763013999999966e+06 4.234339280000000144e+05
2.879346501999999862e+06 4.238480179999999818e+05
2.879379242000000086e+06 4.238369369999999763e+05
2.879381606000000145e+06 4.238390979999999981e+05
2.879387941000000108e+06 4.239754729999999981e+05
2.879486981000000145e+06 4.240055719999999856e+05
2.879488169000000227e+06 4.240055790000000270e+05
2.879480205999999773e+06 4.240468630000000121e+05
2.879435337999999989e+06 4.236923379999999888e+05
2.879559456999999937e+06 4.235991300000000047e+05
2.879509729999999981e+06 4.236702280000000028e+05
2.879228569000000134e+06 4.245288549999999814e+05
2.879220197999999858e+06 4.245230779999999795e+05
2.879540334999999963e+06 4.241277260000000242e+05
2.879189277999999933e+06 4.245277299999999814e+05
2.879175044000000227e+06 4.245233539999999921e+05
2.879877337999999989e+06 4.232891400000000140e+05
2.879344547999999952e+06 4.235721080000000075e+05
2.879348134999999776e+06 4.235683719999999739e+05
2.879574839999999851e+06 4.235085079999999725e+05
2.879230339000000153e+06 4.243105750000000116e+05
2.879225577000000048e+06 4.243121579999999958e+05
2.879562950000000186e+06 4.237129430000000284e+05
2.879464021999999881e+06 4.240714600000000210e+05
2.879415106000000145e+06 4.240035430000000051e+05
2.879421018999999855e+06 4.240084079999999958e+05
2.879415665000000037e+06 4.239074660000000149e+05
2.879377450000000186e+06 4.238385370000000112e+05
2.879397132999999914e+06 4.239272179999999935e+05
2.879321533999999985e+06 4.239525420000000158e+05
2.879363004999999888e+06 4.238706589999999851e+05
2.879469679000000004e+06 4.237123989999999758e+05
2.879488095000000205e+06 4.237125059999999939e+05
2.879418331999999937e+06 4.236541280000000261e+05
2.879477544999999925e+06 4.239937079999999842e+05
2.879362348000000231e+06 4.238813900000000140e+05
2.879430112000000197e+06 4.237695640000000130e+05
2.879468188000000082e+06 4.236624710000000196e+05
2.879549520000000019e+06 4.234697129999999888e+05
2.879499216000000015e+06 4.239449890000000014e+05
2.879257356999999844e+06 4.238528659999999800e+05
2.879272750000000000e+06 4.238620810000000056e+05
2.879490131000000052e+06 4.240769789999999921e+05
2.879527382999999914e+06 4.241072540000000154e+05
2.879545125000000000e+06 4.241213130000000237e+05
2.879551634000000078e+06 4.237177079999999842e+05
2.879761825999999885e+06 4.234339209999999730e+05
2.879656154999999795e+06 4.238267430000000168e+05
2.879740302999999840e+06 4.237617500000000000e+05
2.879753452000000048e+06 4.234435329999999958e+05
2.879749296999999788e+06 4.234429720000000088e+05
2.879654462999999989e+06 4.235062899999999790e+05
